Estación : MALINOWSKY
Departamento :,MADRE DE DIOS,Provincia :,TAMBOPATA,Distrito :,INAMBARI
Latitud :,12°56'2.8'',Longitud :,69°31'3'',Altitud :,220 msnm.
Tipo :,EMA - Meteorológica,Código :,47E8336C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/08/01,00:00,22.4,0.0,S/D,346,0.0
2022/08/01,01:00,22.4,0.0,S/D,346,0.0
2022/08/01,02:00,22.2,0.0,S/D,27,0.0
2022/08/01,03:00,22.1,0.0,S/D,25,0.0
2022/08/01,04:00,22.1,0.0,S/D,25,0.0
2022/08/01,05:00,22.0,0.0,S/D,25,0.0
2022/08/01,06:00,22.0,0.0,S/D,51,0.0
2022/08/01,07:00,21.8,0.0,S/D,6,0.0
2022/08/01,08:00,22.1,0.0,S/D,21,0.0
2022/08/01,09:00,22.9,0.8,S/D,276,0.0
2022/08/01,10:00,23.9,0.0,S/D,222,0.0
2022/08/01,11:00,25.0,0.0,S/D,241,0.0
2022/08/01,12:00,S/D,S/D,S/D,S/D,S/D
2022/08/01,13:00,25.4,0.6,S/D,359,0.0
2022/08/01,14:00,25.6,0.4,S/D,234,0.0
2022/08/01,15:00,27.1,0.0,S/D,218,0.0
2022/08/01,16:00,28.3,0.0,S/D,195,0.0
2022/08/01,17:00,27.5,0.0,S/D,228,0.0
2022/08/01,18:00,26.7,0.0,S/D,243,0.0
2022/08/01,19:00,25.8,0.0,S/D,215,0.0
2022/08/01,20:00,25.1,0.0,S/D,340,0.0
2022/08/01,21:00,24.5,0.0,S/D,340,0.0
2022/08/01,22:00,24.0,0.0,S/D,44,0.0
2022/08/01,23:00,23.7,0.0,S/D,42,0.0
2022/08/02,00:00,23.3,0.0,S/D,339,0.0
2022/08/02,01:00,23.0,0.0,S/D,340,0.0
2022/08/02,02:00,22.8,0.0,S/D,337,0.0
2022/08/02,03:00,22.7,0.0,S/D,334,0.0
2022/08/02,04:00,22.5,0.0,S/D,30,0.0
2022/08/02,05:00,22.5,0.0,S/D,99,0.1
2022/08/02,06:00,22.8,7.6,S/D,63,0.6
2022/08/02,07:00,
