Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : MAGUNCHAL
Departamento :,AMAZONAS,Provincia :,UTCUBAMBA,Distrito :,JAMALCA
Latitud :,5°53'23.31'',Longitud :,78°11'19.1'',Altitud :,632 msnm.
Tipo :,HLG - Hidrológica,Código :,221506
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2022-11-01,0.91,0.91,0.91,0.91,0.91
2022-11-02,0.91,0.91,0.91,0.91,0.91
2022-11-03,0.91,0.91,0.91,0.91,0.91
2022-11-04,0.90,0.90,0.90,0.90,0.90
2022-11-05,0.90,0.90,0.90,0.90,0.90
2022-11-06,0.90,0.90,0.90,0.90,0.90
2022-11-07,0.90,0.90,0.90,0.90,0.90
2022-11-08,0.90,0.90,0.90,0.90,0.90
2022-11-09,0.89,0.89,0.89,0.89,0.89
2022-11-10,0.98,0.97,0.95,0.94,0.96
2022-11-11,0.93,0.93,0.92,0.92,0.93
2022-11-12,0.91,0.91,0.91,0.91,0.91
2022-11-13,0.91,0.91,0.91,0.91,0.91
2022-11-14,0.91,0.91,0.91,0.91,0.91
2022-11-15,0.90,0.90,0.90,0.90,0.90
2022-11-16,0.90,0.91,0.94,0.95,0.93
2022-11-17,1.01,0.97,0.96,0.94,0.97
2022-11-18,0.92,0.92,0.92,0.92,0.92
2022-11-19,0.92,0.92,0.91,0.91,0.92
2022-11-20,0.91,0.91,0.91,0.91,0.91
2022-11-21,0.91,0.91,0.91,0.91,0.91
2022-11-22,0.96,0.94,0.92,0.92,0.94
2022-11-23,0.91,0.91,0.91,0.91,0.91
2022-11-24,0.91,0.91,0.91,0.91,0.91
2022-11-25,0.99,0.97,0.94,0.93,0.96
2022-11-26,0.91,0.91,0.90,0.90,0.91
2022-11-27,0.89,0.89,0.88,0.88,0.89
2022-11-28,0.87,0.87,0.87,0.87,0.87
2022-11-29,0.86,0.86,0.86,0.86,0.86
2022-11-30,0.86,0.86,0.86,0.86,0.86
