Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BRETAÑA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,PUINAHUA
Latitud :,5°15'56.43'',Longitud :,74°21'22.98'',Altitud :,105 msnm.
Tipo :,PE - Meteorológica,Código :,105090
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2023-11-01,S/D,S/D,S/D,S/D
2023-11-02,S/D,S/D,S/D,S/D
2023-11-03,S/D,S/D,S/D,S/D
2023-11-04,S/D,S/D,S/D,S/D
2023-11-05,S/D,S/D,S/D,S/D
2023-11-06,S/D,S/D,S/D,S/D
2023-11-07,S/D,S/D,S/D,S/D
2023-11-08,S/D,S/D,S/D,S/D
2023-11-09,S/D,S/D,S/D,S/D
2023-11-10,S/D,S/D,S/D,S/D
2023-11-11,S/D,S/D,S/D,S/D
2023-11-12,S/D,S/D,S/D,S/D
2023-11-13,S/D,S/D,S/D,S/D
2023-11-14,S/D,S/D,S/D,S/D
2023-11-15,S/D,S/D,S/D,S/D
2023-11-16,S/D,S/D,S/D,S/D
2023-11-17,S/D,S/D,S/D,S/D
2023-11-18,S/D,S/D,S/D,S/D
2023-11-19,S/D,S/D,S/D,S/D
2023-11-20,S/D,S/D,S/D,S/D
2023-11-21,S/D,S/D,S/D,S/D
2023-11-22,S/D,S/D,S/D,S/D
2023-11-23,S/D,S/D,S/D,S/D
2023-11-24,S/D,S/D,S/D,S/D
2023-11-25,S/D,S/D,S/D,S/D
2023-11-26,S/D,S/D,94.3,0.0
2023-11-27,S/D,S/D,88.1,0.0
2023-11-28,S/D,S/D,91.4,5.6
2023-11-29,S/D,S/D,93.9,2.6
2023-11-30,S/D,S/D,86.7,0.0
