Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : TAMSHIYACU
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,FERNANDO LORES
Latitud :,4°0'12.81'',Longitud :,73°9'40.02'',Altitud :,94 msnm.
Tipo :,CO - Meteorológica,Código :,103049
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2022-11-09,S/D,S/D,S/D,0.0
2022-11-10,S/D,S/D,S/D,0.9
2022-11-11,S/D,S/D,S/D,0.0
2022-11-12,S/D,S/D,S/D,23.2
2022-11-13,S/D,S/D,S/D,1.5
2022-11-14,S/D,S/D,S/D,6.5
2022-11-15,S/D,S/D,S/D,83.0
2022-11-16,S/D,S/D,S/D,1.8
2022-11-17,S/D,S/D,S/D,1.6
2022-11-18,S/D,S/D,S/D,0.0
2022-11-19,S/D,S/D,S/D,0.0
2022-11-20,S/D,S/D,S/D,0.0
2022-11-21,S/D,S/D,S/D,0.3
2022-11-22,S/D,S/D,S/D,44.0
2022-11-23,S/D,S/D,S/D,0.3
2022-11-24,S/D,S/D,S/D,17.5
2022-11-25,S/D,S/D,S/D,5.6
2022-11-26,S/D,S/D,S/D,2.2
2022-11-27,S/D,S/D,S/D,3.5
2022-11-28,S/D,S/D,S/D,3.7
2022-11-29,S/D,S/D,S/D,0.0
2022-11-30,S/D,S/D,S/D,0.0
2022-12-01,S/D,S/D,85.1,0.0
