Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2023-08-01,5.13,5.13,5.13,5.13,5.13
2023-08-02,5.15,5.17,5.19,5.21,5.18
2023-08-03,5.25,5.28,5.30,5.32,5.29
2023-08-04,5.36,5.38,5.40,5.43,5.39
2023-08-05,5.48,5.48,5.47,5.47,5.48
2023-08-06,5.48,5.48,5.48,5.48,5.48
2023-08-07,5.50,5.58,5.55,5.54,5.54
2023-08-08,5.40,5.38,5.35,5.33,5.37
2023-08-09,5.27,5.25,5.23,5.19,5.24
2023-08-10,5.11,5.09,5.07,5.05,5.08
2023-08-11,4.95,4.93,4.90,4.88,4.92
2023-08-12,4.80,4.78,4.75,4.73,4.77
2023-08-13,4.68,4.67,4.65,4.63,4.66
2023-08-14,4.55,4.56,4.58,4.58,4.57
2023-08-15,4.60,4.60,4.62,4.62,4.61
2023-08-16,4.65,4.65,4.65,4.65,4.65
2023-08-17,4.68,4.70,4.71,4.73,4.71
2023-08-18,4.75,4.75,4.74,4.74,4.75
2023-08-19,4.70,4.72,4.75,4.77,4.74
2023-08-20,4.80,4.85,4.85,4.88,4.85
2023-08-21,4.97,4.97,4.97,4.97,4.97
2023-08-22,4.99,4.97,4.95,4.93,4.96
2023-08-23,4.85,4.83,4.80,4.78,4.82
2023-08-24,4.70,4.67,4.65,4.61,4.66
2023-08-25,4.50,4.47,4.44,4.40,4.45
2023-08-26,4.35,4.37,4.39,4.40,4.38
2023-08-27,4.41,4.41,4.43,4.45,4.43
2023-08-28,4.59,4.62,4.65,4.68,4.64
2023-08-29,4.75,4.70,4.67,4.64,4.69
2023-08-30,4.48,4.45,4.43,4.38,4.44
2023-08-31,4.20,4.15,4.13,4.09,4.14
