Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : BELLAVISTA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°28'42.94'',Longitud :,73°4'4.93'',Altitud :,91 msnm.
Tipo :,HLM - Hidrológica,Código :,240111
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2025-02-01,2.30,2.35,2.40,2.45,2.38
2025-02-02,2.61,2.63,2.65,2.67,2.64
2025-02-03,2.86,2.86,2.85,2.85,2.86
2025-02-04,2.81,2.81,2.81,2.81,2.81
2025-02-05,2.86,2.89,2.93,2.97,2.91
2025-02-06,3.11,3.13,3.15,3.15,3.14
2025-02-07,3.20,3.21,3.23,3.25,3.22
2025-02-08,3.29,3.27,3.24,3.21,3.25
2025-02-09,3.14,3.12,3.10,3.08,3.11
2025-02-10,2.97,2.94,2.90,2.86,2.92
2025-02-11,2.79,2.80,2.80,2.82,2.80
2025-02-12,2.93,2.98,3.04,3.09,3.01
2025-02-13,3.43,3.46,3.49,3.51,3.47
2025-02-14,3.66,3.66,3.64,3.64,3.65
2025-02-15,3.56,3.57,3.58,3.58,3.57
2025-02-16,3.60,3.60,3.60,3.60,3.60
2025-02-17,3.68,3.68,3.69,3.69,3.69
2025-02-18,3.72,3.69,3.67,3.62,3.68
2025-02-19,3.53,3.56,3.59,3.63,3.58
2025-02-20,3.71,3.75,3.78,3.81,3.76
2025-02-21,4.02,4.03,4.03,4.04,4.03
2025-02-22,4.10,4.15,4.20,4.25,4.18
2025-02-23,4.54,4.60,4.66,4.73,4.63
2025-02-24,5.23,5.26,5.29,5.34,5.28
2025-02-25,5.49,5.51,5.53,5.55,5.52
2025-02-26,5.65,5.69,5.75,5.78,5.72
2025-02-27,5.90,5.93,5.96,5.99,5.95
2025-02-28,6.10,6.14,6.17,6.19,6.15
