Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTO TOMAS PUNCHANA
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,PUNCHANA
Latitud :,3°41'34.04'',Longitud :,73°15'22.49'',Altitud :,86 msnm.
Tipo :,HLM - Hidrológica,Código :,240304
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2023-12-01,9.66,10.74,10.82,10.90,10.53
2023-12-02,11.26,11.34,11.42,11.50,11.38
2023-12-03,11.68,11.85,11.98,12.05,11.89
2023-12-04,12.18,12.22,12.26,12.30,12.24
2023-12-05,12.40,12.44,12.48,12.52,12.46
2023-12-06,12.68,12.72,12.76,12.80,12.74
2023-12-07,12.98,13.02,13.04,13.08,13.03
2023-12-08,13.10,13.12,13.14,13.16,13.13
2023-12-09,13.18,13.18,13.18,13.20,13.19
2023-12-10,13.22,13.20,13.23,13.23,13.22
2023-12-11,13.24,13.24,13.26,13.26,13.25
2023-12-12,13.34,13.30,13.30,13.28,13.31
2023-12-13,13.28,13.28,13.28,13.28,13.28
2023-12-14,13.30,13.30,13.30,13.30,13.30
2023-12-15,13.30,13.30,13.32,13.34,13.32
2023-12-16,13.38,13.40,13.40,13.40,13.40
2023-12-17,13.42,13.43,13.44,13.46,13.44
2023-12-18,13.49,13.50,13.50,13.51,13.50
2023-12-19,13.52,13.54,13.54,13.56,13.54
2023-12-20,13.58,13.60,13.62,13.64,13.61
2023-12-21,13.68,13.72,13.76,13.80,13.74
2023-12-22,13.93,13.96,13.99,14.02,13.98
2023-12-23,14.10,14.12,14.14,14.16,14.13
2023-12-24,14.20,14.21,14.22,14.23,14.22
2023-12-25,14.28,14.33,14.42,14.43,14.37
2023-12-26,14.46,14.46,14.48,14.48,14.47
2023-12-27,14.52,14.54,14.54,14.56,14.54
2023-12-28,14.58,14.58,14.58,14.58,14.58
2023-12-29,14.60,14.62,14.62,14.64,14.62
2023-12-30,14.66,14.66,14.68,14.68,14.67
2023-12-31,14.69,14.70,14.73,14.75,14.72
