Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : REQUENA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,REQUENA
Latitud :,5°2'28.12'',Longitud :,73°50'24.05'',Altitud :,96 msnm.
Tipo :,HLM - Hidrológica,Código :,250101
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2020-11-01,3.40,3.42,3.44,3.46,3.43
2020-11-02,3.52,3.52,3.53,3.53,3.53
2020-11-03,3.54,3.54,3.54,3.54,3.54
2020-11-04,3.54,3.54,3.55,3.56,3.55
2020-11-05,3.58,3.60,3.62,3.64,3.61
2020-11-06,3.70,3.73,3.76,3.80,3.75
2020-11-07,3.90,3.94,3.98,4.05,3.97
2020-11-08,4.14,4.18,4.22,4.26,4.20
2020-11-09,4.38,4.41,4.43,4.46,4.42
2020-11-10,4.54,4.54,4.54,4.54,4.54
2020-11-11,4.54,4.53,4.52,4.50,4.52
2020-11-12,4.44,4.41,4.38,4.35,4.40
2020-11-13,4.26,4.22,4.18,4.14,4.20
2020-11-14,4.02,3.99,3.98,3.97,3.99
2020-11-15,3.94,3.93,3.92,3.91,3.93
2020-11-16,3.87,3.85,3.83,3.82,3.84
2020-11-17,3.74,3.72,3.70,3.68,3.71
2020-11-18,3.62,3.59,3.56,3.53,3.58
2020-11-19,3.44,3.41,3.38,3.35,3.40
2020-11-20,3.27,3.24,3.21,3.19,3.23
2020-11-21,3.10,3.10,3.10,3.10,3.10
2020-11-22,3.12,3.12,3.13,3.14,3.13
2020-11-23,3.18,3.19,3.20,3.21,3.20
2020-11-24,3.24,3.30,3.36,3.45,3.34
2020-11-25,3.85,3.94,4.04,4.13,3.99
2020-11-26,4.43,4.53,4.63,4.74,4.58
2020-11-27,4.98,5.04,5.09,5.16,5.07
2020-11-28,5.37,5.40,5.48,5.48,5.43
2020-11-29,5.56,5.58,5.62,5.65,5.60
2020-11-30,5.74,5.74,5.74,5.74,5.74
