Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2024-10-01,2.69,2.69,2.68,2.68,2.69
2024-10-02,2.65,2.65,2.64,2.64,2.65
2024-10-03,2.65,2.66,2.67,2.68,2.67
2024-10-04,2.71,2.73,2.74,2.75,2.73
2024-10-05,2.83,2.87,2.91,2.94,2.89
2024-10-06,3.04,3.09,3.13,3.18,3.11
2024-10-07,3.28,3.32,3.36,3.38,3.34
2024-10-08,3.45,3.47,3.50,3.53,3.49
2024-10-09,3.58,3.60,3.62,3.64,3.61
2024-10-10,3.70,3.72,3.76,3.80,3.75
2024-10-11,3.88,3.88,3.89,3.89,3.89
2024-10-12,3.86,3.86,3.84,3.81,3.84
2024-10-13,3.77,3.75,3.75,3.75,3.76
2024-10-14,3.77,3.79,3.83,3.88,3.82
2024-10-15,4.06,4.14,4.22,4.30,4.18
2024-10-16,4.46,4.50,4.55,4.58,4.52
2024-10-17,4.59,4.60,4.60,4.62,4.60
2024-10-18,4.69,4.74,4.81,4.86,4.78
2024-10-19,5.02,5.08,5.11,5.15,5.09
2024-10-20,5.17,5.17,5.14,5.11,5.15
2024-10-21,4.98,4.93,4.88,4.83,4.91
2024-10-22,4.67,4.59,4.55,4.50,4.58
2024-10-23,4.34,4.28,4.21,4.15,4.25
2024-10-24,4.01,3.94,3.90,3.90,3.94
2024-10-25,3.78,3.75,3.73,3.71,3.74
2024-10-26,3.66,3.63,3.60,3.60,3.62
2024-10-27,3.61,3.65,3.69,3.76,3.68
2024-10-28,4.09,4.22,4.35,4.52,4.30
2024-10-29,4.93,5.06,5.17,5.28,5.11
2024-10-30,5.51,5.59,5.67,5.77,5.64
2024-10-31,6.13,6.37,6.58,6.78,6.47
