Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SAN REGIS
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'47.59'',Longitud :,73°54'27.34'',Altitud :,96 msnm.
Tipo :,HLM - Hidrológica,Código :,220105
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-07-01,10.14,10.09,10.07,10.06,10.09
2021-07-02,9.99,9.97,9.96,9.95,9.97
2021-07-03,9.94,9.95,9.96,9.96,9.95
2021-07-04,9.96,9.96,9.97,9.98,9.97
2021-07-05,9.99,9.98,9.98,9.98,9.98
2021-07-06,9.97,9.96,9.94,9.92,9.95
2021-07-07,9.84,9.80,9.78,9.74,9.79
2021-07-08,9.62,9.58,9.54,9.52,9.57
2021-07-09,9.48,9.40,9.32,9.26,9.37
2021-07-10,9.09,9.02,8.97,8.93,9.00
2021-07-11,8.73,8.67,8.63,8.58,8.65
2021-07-12,8.45,8.38,8.33,8.29,8.36
2021-07-13,8.18,8.15,8.13,8.13,8.15
2021-07-14,8.14,8.15,8.19,8.21,8.17
2021-07-15,8.33,8.39,8.45,8.50,8.42
2021-07-16,8.62,8.68,8.72,8.76,8.70
2021-07-17,8.81,8.83,8.85,8.85,8.84
2021-07-18,8.81,8.79,8.78,8.76,8.79
2021-07-19,8.73,8.72,8.71,8.71,8.72
2021-07-20,8.71,8.71,8.71,8.73,8.72
2021-07-21,8.76,8.78,8.80,8.81,8.79
2021-07-22,8.87,8.89,8.92,8.95,8.91
2021-07-23,9.03,9.06,9.10,9.13,9.08
2021-07-24,9.20,9.22,9.24,9.27,9.23
2021-07-25,9.31,9.33,9.33,9.33,9.33
2021-07-26,9.33,9.33,9.32,9.30,9.32
2021-07-27,9.22,9.18,9.16,9.12,9.17
2021-07-28,8.98,8.93,8.88,8.84,8.91
2021-07-29,8.69,8.64,8.60,8.56,8.62
2021-07-30,8.37,8.31,8.26,8.21,8.29
2021-07-31,8.04,7.98,7.91,7.86,7.95
