Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2020-02-01,4.97,4.96,4.95,4.94,4.96
2020-02-02,4.89,4.88,4.85,4.82,4.86
2020-02-03,4.73,4.76,4.79,4.80,4.77
2020-02-04,4.69,4.70,4.71,4.72,4.71
2020-02-05,5.16,5.30,5.45,5.53,5.36
2020-02-06,5.69,5.74,5.78,5.79,5.75
2020-02-07,5.95,5.97,6.33,6.20,6.11
2020-02-08,6.31,6.33,6.34,6.35,6.33
2020-02-09,6.31,6.28,6.25,6.22,6.27
2020-02-10,6.21,6.20,6.16,6.14,6.18
2020-02-11,5.86,5.83,5.72,5.62,5.76
2020-02-12,5.30,5.27,5.18,5.04,5.20
2020-02-13,4.87,4.86,4.72,4.61,4.77
2020-02-14,4.50,4.47,4.43,4.39,4.45
2020-02-15,4.13,4.04,3.93,3.92,4.01
2020-02-16,3.73,3.71,3.68,3.65,3.69
2020-02-17,3.51,3.50,3.48,3.47,3.49
2020-02-18,3.37,3.35,3.33,3.31,3.34
2020-02-19,3.27,3.28,3.29,3.30,3.29
2020-02-20,3.37,3.40,3.43,3.44,3.41
2020-02-21,3.57,3.59,3.61,3.62,3.60
2020-02-22,3.87,3.86,3.82,3.78,3.83
2020-02-23,4.10,4.16,4.23,4.28,4.19
2020-02-24,4.31,4.32,4.33,4.34,4.33
2020-02-25,4.36,4.38,4.39,4.40,4.38
2020-02-26,4.45,4.50,4.55,4.56,4.52
2020-02-27,4.64,4.68,4.71,4.72,4.69
2020-02-28,4.84,4.85,4.86,4.87,4.86
2020-02-29,4.81,4.81,4.82,4.83,4.82
