Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA CRUZ
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,MAZAN
Latitud :,3°31'2.09'',Longitud :,73°9'14.81'',Altitud :,95 msnm.
Tipo :,HLM - Hidrológica,Código :,240109
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2020-05-01,6.25,6.22,6.19,6.17,6.21
2020-05-02,6.11,6.09,6.09,6.10,6.10
2020-05-03,6.18,6.09,6.07,6.26,6.15
2020-05-04,6.38,6.37,6.38,6.42,6.39
2020-05-05,6.39,6.39,6.39,6.40,6.39
2020-05-06,6.39,6.39,6.39,6.49,6.42
2020-05-07,6.81,6.82,6.84,6.98,6.86
2020-05-08,7.28,7.85,7.87,7.47,7.62
2020-05-09,7.57,7.57,7.59,7.61,7.59
2020-05-10,7.64,7.58,7.58,7.65,7.61
2020-05-11,7.64,7.60,7.61,7.64,7.62
2020-05-12,7.62,7.65,7.77,7.66,7.68
2020-05-13,7.71,7.72,7.74,7.78,7.74
2020-05-14,7.85,7.75,7.77,7.90,7.82
2020-05-15,7.98,7.79,7.76,8.05,7.90
2020-05-16,8.11,8.14,8.19,8.17,8.15
2020-05-17,8.28,8.20,8.28,8.35,8.28
2020-05-18,8.39,8.35,8.38,8.44,8.39
2020-05-19,8.49,8.40,8.42,8.52,8.46
2020-05-20,8.56,8.45,8.48,8.64,8.53
2020-05-21,8.66,8.52,8.55,8.67,8.60
2020-05-22,8.67,8.54,8.56,8.69,8.62
2020-05-23,8.69,8.53,8.75,8.69,8.67
2020-05-24,8.70,8.71,8.71,8.69,8.70
2020-05-25,8.69,8.69,8.69,8.69,8.69
2020-05-26,8.69,8.68,8.69,8.68,8.69
2020-05-27,8.68,8.58,8.67,8.67,8.65
2020-05-28,8.65,8.57,8.57,8.63,8.61
2020-05-29,8.61,8.69,8.59,8.60,8.62
2020-05-30,8.58,8.69,8.69,8.78,8.69
2020-05-31,8.59,8.69,8.69,8.78,8.69
