Estación : CABALLOCOCHA
Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,RAMON CASTILLA
Latitud :,3°54'40.5'',Longitud :,70°30'43.4'',Altitud :,107 msnm.
Tipo :,EMA - Meteorológica,Código :,4727547C
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/04/01,00:00,26.2,S/D,96,263,2.8
2024/04/01,01:00,25.6,S/D,99,219,1.3
2024/04/01,02:00,25.6,S/D,100,247,1.6
2024/04/01,03:00,25.2,S/D,100,195,0.8
2024/04/01,04:00,25.3,S/D,100,191,0.7
2024/04/01,05:00,25.4,S/D,100,253,1.0
2024/04/01,06:00,25.8,S/D,98,264,1.0
2024/04/01,07:00,25.7,S/D,97,201,1.0
2024/04/01,08:00,26.0,S/D,97,230,0.8
2024/04/01,09:00,27.2,S/D,89,261,1.0
2024/04/01,10:00,28.2,S/D,85,218,1.0
2024/04/01,11:00,30.5,S/D,75,331,1.3
2024/04/01,12:00,31.1,S/D,72,338,1.7
2024/04/01,13:00,31.8,S/D,67,43,1.3
2024/04/01,14:00,32.1,S/D,64,26,1.2
2024/04/01,15:00,32.2,S/D,65,65,0.7
2024/04/01,16:00,31.4,S/D,67,51,1.0
2024/04/01,17:00,29.9,S/D,78,74,0.7
2024/04/01,18:00,28.6,S/D,87,126,0.0
2024/04/01,19:00,27.5,S/D,97,83,0.4
2024/04/01,20:00,27.6,S/D,94,105,1.0
2024/04/01,21:00,26.6,S/D,84,92,1.1
2024/04/01,22:00,25.9,S/D,90,150,0.7
2024/04/01,23:00,25.4,S/D,91,120,2.6
2024/04/02,00:00,24.6,S/D,95,91,1.2
2024/04/02,01:00,24.3,S/D,97,112,0.0
2024/04/02,02:00,24.1,S/D,100,190,1.0
2024/04/02,03:00,23.9,S/D,100,190,1.1
2024/04/02,04:00,23.7,S/D,100,140,1.3
2024/04/02,05:00,23.9,S/D,100,160,0.9
2024/04/02,06:00,23.7,S/D,100,115,0.5
2024/04/02,07:00,24.1,S/D,100,154,1.1
2024/04/02,08:00,26.1,S/D,91,158,1.2
2024/04/02,09:00,28.0,S/D,81,110,1.0
2024/04/02,10:00,29.8,S/D,77,39,1.9
2024/04/02,11:00,31.2,S/D,63,60,2.0
2024/04/02,12:00,31.1,S/D,68,36,1.8
2024/04/02,13:00,32.7,S/D,61,41,1.9
2024/04/02,14:00,33.0,S/D,63,62,1.1
2024/04/02,15:00,33.1,S/D,63,53,1.1
2024/04/02,16:00,33.7,S/D,62,47,0.7
2024/04/02,17:00,32.9,S/D,63,243,0.9
2024/04/02,18:00,31.2,S/D,74,283,0.4
2024/04/02,19:00,28.9,S/D,86,203,0.2
2024/04/02,20:00,28.0,S/D,94,83,1.0
2024/04/02,21:00,26.9,S/D,100,160,0.2
2024/04/02,22:00,27.2,S/D,100,13,0.0
2024/04/02,23:00,26.9,S/D,100,86,0.0
2024/04/03,00:00,26.9,S/D,100,156,0.0
2024/04/03,01:00,26.7,S/D,100,280,0.0
2024/04/03,02:00,26.9,S/D,100,249,0.7
2024/04/03,03:00,26.8,S/D,94,249,1.8
2024/04/03,04:00,26.2,S/D,94,78,2.1
2024/04/03,05:00,23.5,S/D,100,28,1.2
2024/04/03,06:00,23.6,S/D,100,325,3.4
2024/04/03,07:00,23.9,S/D,100,290,2.1
2024/04/03,08:00,24.6,S/D,100,269,1.7
2024/04/03,09:00,26.3,S/D,92,253,2.1
2024/04/03,10:00,26.8,S/D,91,226,1.8
2024/04/03,11:00,27.4,S/D,87,237,1.0
2024/04/03,12:00,27.6,S/D,88,139,2.5
2024/04/03,13:00,28.0,S/D,84,134,2.1
2024/04/03,14:00,27.7,S/D,82,148,1.5
2024/04/03,15:00,27.2,S/D,86,157,1.6
2024/04/03,16:00,27.5,S/D,86,203,1.6
2024/04/03,17:00,27.2,S/D,87,230,1.1
2024/04/03,18:00,26.0,S/D,94,148,0.8
2024/04/03,19:00,25.6,S/D,99,137,0.5
2024/04/03,20:00,25.2,S/D,100,128,0.8
2024/04/03,21:00,24.9,S/D,100,159,0.4
2024/04/03,22:00,24.7,S/D,100,126,0.5
2024/04/03,23:00,24.3,S/D,100,103,0.9
2024/04/04,00:00,24.3,S/D,100,130,0.6
2024/04/04,01:00,24.0,S/D,100,11,0.0
2024/04/04,02:00,24.0,S/D,100,139,0.5
2024/04/04,03:00,23.8,S/D,100,134,1.5
2024/04/04,04:00,23.7,S/D,100,130,0.8
2024/04/04,05:00,23.7,S/D,100,100,0.3
2024/04/04,06:00,23.6,S/D,100,202,0.0
2024/04/04,07:00,24.4,S/D,100,187,0.8
2024/04/04,08:00,27.1,S/D,87,155,0.7
2024/04/04,09:00,28.6,S/D,79,104,1.0
2024/04/04,10:00,30.7,S/D,74,63,1.2
2024/04/04,11:00,31.4,S/D,65,56,1.6
2024/04/04,12:00,31.6,S/D,66,40,2.1
2024/04/04,13:00,32.9,S/D,63,33,1.0
2024/04/04,14:00,33.3,S/D,61,70,1.5
2024/04/04,15:00,32.9,S/D,65,37,1.2
2024/04/04,16:00,33.0,S/D,64,68,1.1
2024/04/04,17:00,32.8,S/D,64,29,0.7
2024/04/04,18:00,29.9,S/D,80,30,0.1
2024/04/04,19:00,28.7,S/D,90,18,0.9
2024/04/04,20:00,28.5,S/D,85,323,1.6
2024/04/04,21:00,27.3,S/D,85,337,0.5
2024/04/04,22:00,26.5,S/D,97,52,0.2
2024/04/04,23:00,26.8,S/D,95,354,0.9
2024/04/05,00:00,26.7,S/D,91,346,1.1
2024/04/05,01:00,26.4,S/D,96,342,1.1
2024/04/05,02:00,26.1,S/D,95,321,1.2
2024/04/05,03:00,26.1,S/D,98,214,0.1
2024/04/05,04:00,25.4,S/D,100,142,0.8
2024/04/05,05:00,25.5,S/D,100,68,0.0
2024/04/05,06:00,25.4,S/D,100,234,0.2
2024/04/05,07:00,26.2,S/D,100,231,0.7
2024/04/05,08:00,27.4,S/D,94,285,1.3
2024/04/05,09:00,27.7,S/D,91,258,1.5
2024/04/05,10:00,29.1,S/D,83,288,2.0
2024/04/05,11:00,30.3,S/D,76,280,1.9
2024/04/05,12:00,31.2,S/D,71,247,2.4
2024/04/05,13:00,30.7,S/D,73,235,1.7
2024/04/05,14:00,29.7,S/D,81,55,1.5
2024/04/05,15:00,27.2,S/D,96,56,1.3
2024/04/05,16:00,27.4,S/D,97,111,1.4
