Estación : CALLERIA
Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
Latitud :,7°53'53.7'',Longitud :,74°29'55.9'',Altitud :,165 msnm.
Tipo :,EMA - Meteorológica,Código :,47E86310
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/09/01,00:00,26.1,0.0,96,83,0.0
2024/09/01,01:00,25.8,0.0,97,73,0.0
2024/09/01,02:00,25.4,0.0,98,85,0.0
2024/09/01,03:00,25.2,0.0,98,297,0.0
2024/09/01,04:00,25.0,0.0,98,306,0.0
2024/09/01,05:00,24.8,0.0,98,87,0.0
2024/09/01,06:00,24.5,0.0,99,243,0.3
2024/09/01,07:00,24.3,0.0,98,88,1.7
2024/09/01,08:00,23.4,0.0,86,88,0.5
2024/09/01,09:00,22.4,1.2,98,247,0.4
2024/09/01,10:00,22.7,0.2,99,96,0.2
2024/09/01,11:00,23.5,0.0,97,115,0.2
2024/09/01,12:00,23.3,4.0,98,83,1.1
2024/09/01,13:00,22.7,9.0,100,108,1.0
2024/09/01,14:00,22.8,5.6,100,291,0.2
2024/09/01,15:00,22.9,1.8,100,293,0.1
2024/09/01,16:00,23.5,0.0,100,182,0.0
2024/09/01,17:00,24.1,0.0,100,118,0.1
2024/09/01,18:00,24.0,0.0,100,278,0.0
2024/09/01,19:00,23.7,0.0,100,300,0.0
2024/09/01,20:00,23.2,0.0,100,337,0.1
2024/09/01,21:00,23.1,0.0,100,337,0.0
2024/09/01,22:00,22.8,0.0,100,337,0.0
2024/09/01,23:00,22.4,0.0,100,337,0.0
2024/09/02,00:00,22.0,0.0,100,344,0.0
2024/09/02,01:00,21.8,0.0,100,340,0.0
2024/09/02,02:00,21.6,0.0,100,101,0.0
2024/09/02,03:00,21.3,0.0,100,120,0.0
2024/09/02,04:00,21.0,0.0,100,120,0.0
2024/09/02,05:00,20.8,0.0,100,114,0.0
2024/09/02,06:00,20.8,0.0,100,116,0.0
2024/09/02,07:00,
