Estación : CALLERIA
Departamento :,UCAYALI,Provincia :,CORONEL PORTILLO,Distrito :,CALLARIA
Latitud :,7°53'53.7'',Longitud :,74°29'55.9'',Altitud :,165 msnm.
Tipo :,EMA - Meteorológica,Código :,47E86310
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2019/08/02,19:00,27.2,0.0,S/D,291,0.0
2019/08/02,20:00,25.0,0.0,S/D,70,0.0
2019/08/02,21:00,23.9,0.0,S/D,19,0.0
2019/08/02,22:00,23.3,0.0,S/D,70,0.2
2019/08/02,23:00,22.8,0.0,S/D,108,0.1
2019/08/03,00:00,22.4,0.0,S/D,76,0.2
2019/08/03,01:00,22.0,0.0,S/D,217,0.0
2019/08/03,02:00,21.6,0.0,S/D,98,0.0
2019/08/03,03:00,21.2,0.0,S/D,135,0.0
2019/08/03,04:00,20.8,0.0,S/D,109,0.0
2019/08/03,05:00,20.5,0.0,S/D,226,0.0
2019/08/03,06:00,20.2,0.0,S/D,141,0.0
2019/08/03,07:00,19.9,0.0,S/D,184,0.0
2019/08/03,08:00,19.8,0.0,S/D,184,0.0
2019/08/03,09:00,21.0,0.0,S/D,163,0.1
2019/08/03,10:00,23.9,0.0,S/D,297,0.1
2019/08/03,11:00,28.0,0.0,S/D,227,0.5
2019/08/03,12:00,30.7,0.0,S/D,123,0.7
2019/08/03,13:00,30.8,0.0,S/D,165,0.7
2019/08/03,14:00,30.3,0.0,S/D,133,1.5
2019/08/03,15:00,28.3,0.0,S/D,148,2.4
2019/08/03,16:00,25.2,0.0,S/D,175,1.6
2019/08/03,17:00,23.4,0.0,S/D,164,1.7
2019/08/03,18:00,21.8,0.0,S/D,197,1.3
2019/08/03,19:00,19.7,0.0,S/D,176,1.5
2019/08/03,20:00,18.2,0.0,S/D,152,1.3
2019/08/03,21:00,17.4,0.0,S/D,172,0.8
2019/08/03,22:00,16.9,0.0,S/D,135,0.3
2019/08/03,23:00,16.9,0.0,S/D,267,0.3
2019/08/04,00:00,16.5,0.0,S/D,12,0.0
2019/08/04,01:00,16.6,0.0,S/D,250,0.1
2019/08/04,02:00,16.4,0.0,S/D,321,0.2
2019/08/04,03:00,16.4,0.0,S/D,286,0.1
2019/08/04,04:00,16.8,0.0,S/D,262,0.3
2019/08/04,05:00,16.7,0.0,S/D,64,0.3
2019/08/04,06:00,15.9,0.0,S/D,347,0.2
2019/08/04,07:00,15.3,0.0,S/D,273,0.4
2019/08/04,08:00,15.0,0.0,S/D,303,0.0
2019/08/04,09:00,16.9,0.0,S/D,185,0.1
2019/08/04,10:00,18.7,0.0,S/D,152,0.5
2019/08/04,11:00,19.8,0.0,S/D,242,0.1
2019/08/04,12:00,21.9,0.0,S/D,155,0.8
2019/08/04,13:00,25.6,0.0,S/D,134,1.5
2019/08/04,14:00,26.8,0.0,S/D,171,0.9
2019/08/04,15:00,27.4,0.0,S/D,191,1.0
2019/08/04,16:00,26.9,0.0,S/D,188,0.5
2019/08/04,17:00,26.1,0.0,S/D,191,0.4
2019/08/04,18:00,24.9,0.0,S/D,303,0.2
2019/08/04,19:00,21.9,0.0,S/D,295,0.1
2019/08/04,20:00,19.2,0.0,S/D,19,0.1
2019/08/04,21:00,17.9,0.0,S/D,69,0.2
2019/08/04,22:00,17.0,0.0,S/D,45,0.0
2019/08/04,23:00,16.4,0.0,S/D,68,0.3
2019/08/05,00:00,15.9,0.0,S/D,41,0.0
2019/08/05,01:00,15.6,0.0,S/D,12,0.1
2019/08/05,02:00,15.3,0.0,S/D,60,0.0
2019/08/05,03:00,15.0,0.0,S/D,60,0.1
2019/08/05,04:00,14.6,0.0,S/D,72,0.0
2019/08/05,05:00,14.4,0.0,S/D,90,0.0
2019/08/05,06:00,14.0,0.0,S/D,96,0.0
2019/08/05,07:00,13.7,0.0,S/D,226,0.0
2019/08/05,08:00,13.7,0.0,S/D,172,0.0
2019/08/05,09:00,15.4,0.0,S/D,175,0.3
2019/08/05,10:00,19.3,0.0,S/D,147,0.7
2019/08/05,11:00,23.3,0.0,S/D,122,1.3
2019/08/05,12:00,25.9,0.0,S/D,135,1.5
2019/08/06,15:00,31.0,0.0,S/D,137,0.9
2019/08/06,16:00,30.4,0.0,S/D,56,0.1
2019/08/06,17:00,29.1,0.0,S/D,6,0.1
2019/08/06,18:00,26.6,0.0,S/D,333,0.4
2019/08/06,19:00,23.9,0.0,S/D,309,0.1
2019/08/06,20:00,20.7,0.0,S/D,104,0.0
2019/08/06,21:00,18.9,0.0,S/D,57,0.2
2019/08/06,22:00,17.9,0.0,S/D,130,0.0
2019/08/06,23:00,17.2,0.0,S/D,56,0.2
2019/08/07,00:00,16.6,0.0,S/D,106,0.1
2019/08/07,01:00,16.1,0.0,S/D,74,0.1
2019/08/07,02:00,15.9,0.0,S/D,102,0.0
2019/08/07,03:00,15.3,0.0,S/D,95,0.0
2019/08/07,04:00,14.9,0.0,S/D,154,0.0
2019/08/07,05:00,14.7,0.0,S/D,82,0.1
2019/08/07,06:00,14.4,0.0,S/D,145,0.0
2019/08/07,07:00,14.0,0.0,S/D,211,0.0
2019/08/07,08:00,13.9,0.0,S/D,173,0.0
2019/08/07,09:00,15.2,0.0,S/D,171,0.1
2019/08/07,10:00,18.9,0.0,S/D,145,0.3
2019/08/07,11:00,24.6,0.0,S/D,235,0.7
2019/08/07,12:00,28.2,0.0,S/D,190,0.7
2019/08/07,13:00,30.4,0.0,S/D,173,0.9
2019/08/07,14:00,31.8,0.0,S/D,346,0.5
2019/08/07,15:00,32.3,0.0,S/D,298,0.4
2019/08/07,16:00,31.9,0.0,S/D,353,0.2
2019/08/07,17:00,30.9,0.0,S/D,29,0.1
2019/08/07,18:00,27.5,0.0,S/D,300,0.2
2019/08/07,19:00,25.2,0.0,S/D,312,0.2
2019/08/07,20:00,22.3,0.0,S/D,63,0.0
2019/08/07,21:00,20.7,0.0,S/D,52,0.1
2019/08/07,22:00,19.8,0.0,S/D,52,0.2
2019/08/07,23:00,19.1,0.0,S/D,53,0.0
2019/08/08,00:00,18.8,0.0,S/D,107,0.1
2019/08/08,01:00,18.4,0.0,S/D,66,0.0
2019/08/08,02:00,18.1,0.0,S/D,65,0.1
2019/08/08,03:00,17.8,0.0,S/D,126,0.0
2019/08/08,04:00
