Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : NAUTA
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2023-12-01,5.02,5.10,5.15,5.22,5.12
2023-12-02,5.44,5.50,5.56,5.60,5.53
2023-12-03,5.76,5.86,5.89,5.94,5.86
2023-12-04,6.12,6.18,6.23,6.29,6.21
2023-12-05,6.46,6.51,6.56,6.62,6.54
2023-12-06,6.81,6.87,6.93,7.00,6.90
2023-12-07,7.21,7.25,7.30,7.38,7.29
2023-12-08,7.57,7.57,7.57,7.57,7.57
2023-12-09,7.57,7.57,7.57,7.58,7.57
2023-12-10,7.60,7.60,7.60,7.61,7.60
2023-12-11,7.63,7.63,7.63,7.63,7.63
2023-12-12,7.63,7.63,7.63,7.63,7.63
2023-12-13,7.64,7.64,7.64,7.64,7.64
2023-12-14,7.64,7.64,7.64,7.64,7.64
2023-12-15,7.64,7.64,7.64,7.64,7.64
2023-12-16,7.65,7.65,7.65,7.65,7.65
2023-12-17,7.67,7.68,7.69,7.71,7.69
2023-12-18,7.75,7.75,7.76,7.77,7.76
2023-12-19,7.79,7.79,7.80,7.81,7.80
2023-12-20,7.83,7.85,7.87,7.90,7.86
2023-12-21,8.01,8.04,8.07,8.10,8.06
2023-12-22,8.22,8.25,8.28,8.31,8.27
2023-12-23,8.43,8.46,8.49,8.52,8.48
2023-12-24,8.63,8.67,8.70,8.74,8.69
2023-12-25,8.85,8.88,8.91,8.95,8.90
2023-12-26,9.12,9.15,9.18,9.22,9.17
2023-12-27,9.35,9.40,9.45,9.52,9.43
2023-12-28,9.65,9.71,9.77,9.84,9.74
2023-12-29,9.97,10.00,10.03,10.07,10.02
2023-12-30,10.16,10.18,10.20,10.23,10.19
2023-12-31,10.30,10.31,10.32,10.33,10.32
