Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : NAUTA
Departamento :,LORETO,Provincia :,LORETO,Distrito :,NAUTA
Latitud :,4°30'52.54'',Longitud :,73°34'58.99'',Altitud :,92 msnm.
Tipo :,HLM - Hidrológica,Código :,221402
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2024-09-01,-0.19,-0.18,-0.16,-0.14,-0.17
2024-09-02,-0.07,-0.07,-0.07,-0.08,-0.07
2024-09-03,-0.09,-0.10,-0.11,-0.13,-0.11
2024-09-04,-0.19,-0.20,-0.21,-0.22,-0.21
2024-09-05,-0.27,-0.28,-0.29,-0.30,-0.29
2024-09-06,-0.33,-0.33,-0.34,-0.36,-0.34
2024-09-07,-0.43,-0.44,-0.45,-0.46,-0.45
2024-09-08,-0.50,-0.51,-0.52,-0.53,-0.52
2024-09-09,-0.58,-0.59,-0.60,-0.60,-0.59
2024-09-10,-0.65,-0.66,-0.67,-0.68,-0.67
2024-09-11,-0.73,-0.74,-0.75,-0.76,-0.75
2024-09-12,-0.79,-0.79,-0.79,-0.80,-0.79
2024-09-13,-0.81,-0.81,-0.81,-0.81,-0.81
2024-09-14,-0.81,-0.81,-0.81,-0.82,-0.81
2024-09-15,-0.83,-0.83,-0.83,-0.84,-0.83
2024-09-16,-0.85,-0.85,-0.85,-0.86,-0.85
2024-09-17,-0.87,-0.87,-0.87,-0.88,-0.87
2024-09-18,-0.89,-0.89,-0.90,-0.91,-0.90
2024-09-19,-0.93,-0.93,-0.94,-0.95,-0.94
2024-09-20,-0.98,-0.98,-0.99,-1.01,-0.99
2024-09-21,-1.03,-1.03,-1.03,-1.03,-1.03
2024-09-22,-1.01,-1.01,-1.00,-0.99,-1.00
2024-09-23,-0.94,-0.94,-0.93,-0.92,-0.93
2024-09-24,-0.87,-0.87,-0.86,-0.85,-0.86
2024-09-25,-0.81,-0.81,-0.81,-0.81,-0.81
2024-09-26,-0.81,-0.86,-0.83,-0.83,-0.83
2024-09-27,-0.86,-0.88,-0.84,-0.84,-0.86
2024-09-28,-0.88,-0.88,-0.90,-0.90,-0.89
2024-09-29,-0.94,-0.94,-0.96,-0.96,-0.95
2024-09-30,-0.99,-0.99,-1.01,-1.01,-1.00
