Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA ROSA
Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,YAVARI
Latitud :,4°13'27.05'',Longitud :,69°57'12.6'',Altitud :,63 msnm.
Tipo :,HLM - Hidrológica,Código :,240108
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-07-01,9.84,9.83,9.81,9.80,9.82
2021-07-02,9.75,9.84,9.72,9.70,9.75
2021-07-03,9.63,9.61,9.59,9.57,9.60
2021-07-04,9.50,9.47,9.44,9.42,9.46
2021-07-05,9.33,9.30,9.28,9.26,9.29
2021-07-06,9.10,9.09,9.08,9.07,9.09
2021-07-07,9.04,9.02,8.98,8.97,9.00
2021-07-08,8.90,8.90,8.87,8.88,8.89
2021-07-09,8.82,8.80,8.78,8.76,8.79
2021-07-10,8.70,8.68,8.66,8.64,8.67
2021-07-11,8.57,8.54,8.52,8.50,8.53
2021-07-12,8.40,8.37,8.33,8.30,8.35
2021-07-13,8.19,8.16,8.13,8.10,8.15
2021-07-14,7.99,7.96,7.93,7.90,7.95
2021-07-15,7.77,7.73,7.68,7.64,7.71
2021-07-16,7.50,7.46,7.42,7.38,7.44
2021-07-17,7.22,7.19,7.16,7.13,7.18
2021-07-18,7.03,7.01,6.99,6.96,7.00
2021-07-19,6.88,6.87,6.85,6.84,6.86
2021-07-20,6.80,6.79,6.77,6.76,6.78
2021-07-21,6.73,6.71,6.69,6.68,6.70
2021-07-22,6.64,6.62,6.60,6.58,6.61
2021-07-23,6.52,6.49,6.46,6.44,6.48
2021-07-24,6.37,6.34,6.31,6.29,6.33
2021-07-25,6.27,6.25,6.22,6.18,6.23
2021-07-26,6.16,6.14,6.12,6.10,6.13
2021-07-27,6.06,6.12,6.14,6.15,6.12
2021-07-28,6.16,6.18,6.21,6.23,6.20
2021-07-29,6.25,6.25,6.25,6.25,6.25
2021-07-30,6.26,6.26,6.25,6.25,6.26
2021-07-31,6.21,6.18,6.15,6.13,6.17
