Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : AMAZONAS
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,IQUITOS
Latitud :,3°45'50.3'',Longitud :,73°15'17.7'',Altitud :,113 msnm.
Tipo :,CO - Meteorológica,Código :,103057
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2021-12-01,34.8,24.6,77.2,0.7
2021-12-02,34,24.2,82.5,0.0
2021-12-03,32.2,24,82.0,0.0
2021-12-04,32,24.4,85.8,20.6
2021-12-05,30.8,23,90.5,7.1
2021-12-06,29,23.8,91.4,1.1
2021-12-07,32.4,23.2,82.7,3.3
2021-12-08,34.2,23.2,73.5,0.0
2021-12-09,32,24.8,82.6,9.9
2021-12-10,30,24.4,94.2,41.1
2021-12-11,31.8,24.4,89.9,19.2
2021-12-12,34.8,25,74.2,0.0
2021-12-13,35.8,24.6,71.6,0.0
2021-12-14,34.2,26.6,81.0,7.9
2021-12-15,33,23,85.0,32.2
2021-12-16,30.2,23.2,85.2,20.8
2021-12-17,30,23.4,88.4,10.0
2021-12-18,31,24.2,83.8,0.0
2021-12-19,32,24.8,80.4,0.0
2021-12-20,33,24,79.9,0.0
2021-12-21,34.8,24.8,78.6,13.3
2021-12-22,33,24,79.0,22.5
2021-12-23,30.2,23.2,89.2,0.0
2021-12-24,33.2,25,80.1,0.0
2021-12-25,35.2,25.2,71.4,0.0
2021-12-26,35.4,24.6,74.4,0.0
2021-12-27,35.2,25,73.1,0.0
2021-12-28,33.8,23.8,82.9,115.8
2021-12-29,28.2,22.8,90.7,1.9
2021-12-30,33,23.2,82.4,5.8
2021-12-31,34,23.8,80.7,0.5
