Estación : PUERTO ESPERANZA
Departamento :,UCAYALI,Provincia :,PURUS,Distrito :,PURUS
Latitud :,9°46'14.98'',Longitud :,70°42'23.97'',Altitud :,237 msnm.
Tipo :,EMA - Meteorológica,Código :,47E87066
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/01/01,00:00,23.7,0.0,100,107,0.3
2024/01/01,01:00,23.5,0.0,100,126,0.5
2024/01/01,02:00,23.4,0.0,100,219,0.2
2024/01/01,03:00,23.4,0.1,100,175,0.3
2024/01/01,04:00,23.3,0.0,100,69,0.4
2024/01/01,05:00,23.2,0.0,100,54,0.3
2024/01/01,06:00,23.1,0.0,100,152,0.2
2024/01/01,07:00,23.1,0.0,100,106,0.4
2024/01/01,08:00,23.4,0.0,100,36,0.6
2024/01/01,09:00,24.8,0.0,97,352,0.8
2024/01/01,10:00,26.8,0.0,86,313,1.1
2024/01/01,11:00,28.7,0.0,80,1,1.0
2024/01/01,12:00,30.6,0.0,75,17,2.6
2024/01/01,13:00,31.6,0.0,72,19,3.0
2024/01/01,14:00,30.5,0.0,75,7,3.0
2024/01/01,15:00,32.3,0.0,69,353,3.0
2024/01/01,16:00,32.7,0.0,63,339,3.2
2024/01/01,17:00,32.1,0.0,66,55,3.6
2024/01/01,18:00,30.1,0.0,75,34,3.5
2024/01/01,19:00,28.7,0.0,81,34,2.5
2024/01/01,20:00,27.2,0.0,87,36,2.3
2024/01/01,21:00,26.0,0.0,91,320,0.6
2024/01/01,22:00,25.7,0.0,94,92,0.5
2024/01/01,23:00,25.2,0.0,98,262,0.5
2024/01/02,00:00,24.9,0.0,98,79,0.1
2024/01/02,01:00,24.6,0.0,99,11,0.9
2024/01/02,02:00,24.4,0.0,100,76,0.7
2024/01/02,03:00,24.3,0.0,100,136,0.5
2024/01/02,04:00,24.2,0.0,100,121,0.4
2024/01/02,05:00,24.0,0.1,100,52,0.9
2024/01/02,06:00,24.1,0.0,100,45,0.7
2024/01/02,07:00,24.2,0.0,100,118,0.4
2024/01/02,08:00,24.7,0.0,99,213,0.2
2024/01/02,09:00,25.4,0.1,96,347,0.8
2024/01/02,10:00,26.6,0.0,92,296,1.5
2024/01/02,11:00,29.2,0.0,83,316,2.1
2024/01/02,12:00,30.5,0.0,77,295,2.5
2024/01/02,13:00,32.0,0.0,70,321,3.5
2024/01/02,14:00,32.7,0.0,68,315,2.2
2024/01/02,15:00,27.8,10.7,87,13,2.8
2024/01/02,16:00,26.6,0.1,90,35,0.9
2024/01/02,17:00,26.3,0.0,91,113,0.7
2024/01/02,18:00,26.1,0.0,93,74,0.9
2024/01/02,19:00,25.8,0.0,95,78,0.6
2024/01/02,20:00,25.2,0.0,98,87,0.0
2024/01/02,21:00,24.9,0.0,99,79,0.0
2024/01/02,22:00,24.7,0.0,100,151,0.0
2024/01/02,23:00,24.6,0.0,100,76,0.7
2024/01/03,00:00,24.5,0.0,100,21,0.1
2024/01/03,01:00,24.6,0.0,100,87,0.1
2024/01/03,02:00,24.8,0.0,100,53,1.5
2024/01/03,03:00,24.8,0.0,100,36,0.7
2024/01/03,04:00,24.4,0.0,100,235,0.0
2024/01/03,05:00,23.9,0.0,100,163,0.3
2024/01/03,06:00,23.8,0.0,100,99,0.7
2024/01/03,07:00,23.9,0.0,100,301,0.5
2024/01/03,08:00,24.6,0.0,100,265,0.2
2024/01/03,09:00,26.7,0.0,93,42,1.9
2024/01/03,10:00,29.3,0.0,83,14,3.8
2024/01/03,11:00,31.1,0.0,77,19,3.4
2024/01/03,12:00,32.5,0.0,72,355,2.9
2024/01/03,13:00,32.9,0.0,69,357,3.1
2024/01/03,14:00,33.3,0.0,68,30,2.1
2024/01/03,15:00,33.6,0.0,65,27,1.8
2024/01/03,16:00,30.3,0.2,77,230,3.2
2024/01/03,17:00,25.2,16.4,96,213,2.0
2024/01/03,18:00,25.5,0.0,100,20,1.3
2024/01/03,19:00,25.3,24.1,99,331,4.2
2024/01/03,20:00,23.7,29.6,100,345,1.6
2024/01/03,21:00,23.7,3.0,100,213,1.0
2024/01/03,22:00,23.8,1.7,100,207,0.8
2024/01/03,23:00,23.8,0.6,100,245,0.0
2024/01/04,00:00,23.8,0.0,100,108,0.3
2024/01/04,01:00,23.6,0.0,100,122,0.1
2024/01/04,02:00,23.6,0.0,100,66,1.8
2024/01/04,03:00,23.6,0.0,100,86,0.6
2024/01/04,04:00,23.6,0.0,100,187,0.3
2024/01/04,05:00,23.7,0.1,100,91,0.4
2024/01/04,06:00,23.7,0.0,100,54,1.3
2024/01/04,07:00,23.7,12.3,100,256,1.3
2024/01/04,08:00,23.7,48.6,100,272,2.3
2024/01/04,09:00,23.6,7.2,100,283,0.2
2024/01/04,10:00,23.9,4.7,100,88,1.7
2024/01/04,11:00,24.4,0.1,100,66,1.4
2024/01/04,12:00,26.0,0.0,99,49,2.8
2024/01/04,13:00,27.1,0.0,90,74,1.1
2024/01/04,14:00,28.5,0.0,83,55,1.2
2024/01/04,15:00,29.0,0.0,81,128,1.4
2024/01/04,16:00,29.4,0.2,80,190,0.8
2024/01/04,17:00,25.2,27.5,98,164,1.4
2024/01/04,18:00,23.0,32.9,100,262,2.3
2024/01/04,19:00,22.6,8.1,100,37,0.2
2024/01/04,20:00,22.5,3.2,100,42,1.3
2024/01/04,21:00,22.5,0.4,100,133,0.7
2024/01/04,22:00,22.5,0.4,100,166,0.7
2024/01/04,23:00,22.5,0.2,100,250,0.5
2024/01/05,00:00,22.6,0.1,100,225,0.1
2024/01/05,01:00,22.7,0.0,100,236,0.0
2024/01/05,02:00,22.7,0.1,100,237,0.6
2024/01/05,03:00,22.7,0.0,100,193,0.3
2024/01/05,04:00,22.5,0.0,100,238,0.0
2024/01/05,05:00,22.6,0.0,100,345,1.3
2024/01/05,06:00,22.6,0.0,100,346,1.2
