Estación : SANTA ANA
Departamento :,UCAYALI,Provincia :,PADRE ABAD,Distrito :,PADRE ABAD
Latitud :,8°29'51.47'',Longitud :,75°33'45.86'',Altitud :,235 msnm.
Tipo :,EMA - Meteorológica,Código :,47E8568A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2023/10/01,00:00,23.9,0.0,S/D,296,0.0
2023/10/01,01:00,23.9,0.0,S/D,298,0.0
2023/10/01,02:00,23.7,0.0,S/D,298,0.0
2023/10/01,03:00,23.6,0.0,S/D,298,0.0
2023/10/01,04:00,23.4,0.0,S/D,298,0.0
2023/10/01,05:00,23.2,0.0,S/D,299,0.1
2023/10/01,06:00,22.8,0.0,S/D,309,0.0
2023/10/01,07:00,22.7,0.0,S/D,309,0.0
2023/10/01,08:00,23.0,0.0,S/D,309,0.0
2023/10/01,09:00,24.8,0.0,S/D,184,0.1
2023/10/01,10:00,29.0,0.0,S/D,179,0.3
2023/10/01,11:00,32.3,0.0,S/D,72,0.5
2023/10/01,12:00,33.5,0.0,S/D,154,0.1
2023/10/01,13:00,34.5,0.0,S/D,340,0.8
2023/10/01,14:00,34.6,0.0,S/D,127,0.8
2023/10/01,15:00,35.2,0.0,S/D,300,0.8
2023/10/01,16:00,35.3,0.0,S/D,174,0.3
2023/10/01,17:00,34.1,0.0,S/D,9,0.9
2023/10/01,18:00,32.5,0.0,S/D,326,0.3
2023/10/01,19:00,29.8,0.0,S/D,312,0.0
2023/10/01,20:00,27.4,0.0,S/D,44,0.2
2023/10/01,21:00,26.2,0.0,S/D,251,0.0
2023/10/01,22:00,25.5,0.0,S/D,262,0.0
2023/10/01,23:00,25.3,0.0,S/D,305,0.0
2023/10/02,00:00,25.0,0.0,S/D,304,0.0
2023/10/02,01:00,24.7,0.0,S/D,305,0.0
2023/10/02,02:00,24.5,0.0,S/D,305,0.0
2023/10/02,03:00,24.1,0.0,S/D,305,0.0
2023/10/02,04:00,23.9,0.0,S/D,304,0.0
2023/10/02,05:00,23.8,0.0,S/D,304,0.0
2023/10/02,06:00,23.8,0.0,S/D,304,0.0
2023/10/02,07:00,23.6,0.0,S/D,304,0.0
2023/10/02,08:00,23.8,0.0,S/D,304,0.0
2023/10/02,09:00,25.4,0.0,S/D,113,0.5
2023/10/02,10:00,29.3,0.0,S/D,88,0.5
2023/10/02,11:00,31.8,0.0,S/D,110,0.4
2023/10/02,12:00,33.2,0.0,S/D,181,0.3
2023/10/02,13:00,33.7,0.0,S/D,177,0.4
2023/10/02,14:00,35.2,0.0,S/D,358,0.8
2023/10/02,15:00,35.2,0.0,S/D,97,0.6
2023/10/02,16:00,36.2,0.0,S/D,336,0.9
2023/10/02,17:00,34.9,0.0,S/D,78,0.7
2023/10/02,18:00,32.6,0.0,S/D,19,0.0
2023/10/02,19:00,29.5,S/D,S/D,S/D,S/D
2023/10/02,20:00,28.0,0.0,S/D,262,0.1
2023/10/02,21:00,27.4,0.0,S/D,356,0.0
