Estación : CONTAMANA
Departamento :,LORETO,Provincia :,UCAYALI,Distrito :,CONTAMANA
Latitud :,7°21'9.14'',Longitud :,75°0'22.75'',Altitud :,185 msnm.
Tipo :,EAMA - Meteorológica,Código :,47287402
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2019/10/01,00:00,22.6,0.0,96,234,1.9
2019/10/01,01:00,22.4,0.0,97,236,2.7
2019/10/01,02:00,22.2,0.0,97,195,1.6
2019/10/01,03:00,22.4,0.0,98,195,2.5
2019/10/01,04:00,22.2,0.0,97,203,2.6
2019/10/01,05:00,22.1,0.0,97,151,1.4
2019/10/01,06:00,22.2,0.0,95,48,2.1
2019/10/01,07:00,23.2,0.0,91,18,1.8
2019/10/01,08:00,26.2,0.0,80,200,1.9
2019/10/01,09:00,27.3,0.0,75,259,2.4
2019/10/01,10:00,29.9,0.0,68,234,5.6
2019/10/01,11:00,29.8,0.0,67,233,5.0
2019/10/01,12:00,27.7,0.3,80,299,4.4
2019/10/01,13:00,26.9,0.3,84,326,6.8
2019/10/01,14:00,24.2,0.0,84,1,5.3
2019/10/01,15:00,22.6,0.0,94,23,3.3
2019/10/01,16:00,22.3,0.6,94,53,5.2
2019/10/01,17:00,22.6,0.0,93,262,0.7
2019/10/01,18:00,22.5,0.0,96,191,2.9
2019/10/01,19:00,22.5,0.0,92,91,3.4
2019/10/01,20:00,22.1,0.0,95,41,4.5
2019/10/01,21:00,22.1,0.0,97,348,2.8
2019/10/01,22:00,22.0,0.0,95,37,3.7
2019/10/01,23:00,22.3,0.0,94,19,1.1
2019/10/02,00:00,22.3,0.0,95,124,2.3
2019/10/02,01:00,22.0,0.0,98,172,0.9
2019/10/02,02:00,22.0,0.0,98,155,0.8
2019/10/02,03:00,21.5,0.0,98,55,1.8
2019/10/02,04:00,21.9,0.0,98,119,2.4
2019/10/02,05:00,21.2,0.0,98,36,3.3
2019/10/02,06:00,22.0,0.0,97,154,0.7
2019/10/02,07:00,23.8,0.0,89,98,1.3
2019/10/02,08:00,24.2,0.0,86,154,1.1
2019/10/02,09:00,26.3,0.0,84,181,2.2
2019/10/02,10:00,25.2,0.0,84,209,4.3
2019/10/02,11:00,26.5,0.0,81,217,4.4
2019/10/02,12:00,28.5,0.0,74,219,3.4
2019/10/02,13:00,30.2,0.0,73,203,3.5
2019/10/02,14:00,32.4,0.0,62,206,3.3
2019/10/02,15:00,31.9,0.0,60,197,2.9
2019/10/02,16:00,31.2,0.0,62,214,4.6
2019/10/02,17:00,31.0,0.0,62,199,4.2
2019/10/02,18:00,28.4,0.0,72,185,0.5
2019/10/02,19:00,27.8,0.0,75,10,1.2
2019/10/02,20:00,27.1,0.0,75,61,3.6
2019/10/02,21:00,26.8,0.0,78,64,4.8
2019/10/02,22:00,25.7,0.0,83,39,3.5
2019/10/02,23:00,25.5,0.0,87,159,0.3
2019/10/03,00:00,25.0,0.0,89,329,2.6
2019/10/03,01:00,24.3,0.0,93,332,3.1
2019/10/03,02:00,24.2,0.0,93,340,2.6
2019/10/03,03:00,24.1,0.0,93,3,1.9
2019/10/03,04:00,24.0,0.0,94,44,1.4
2019/10/03,05:00,23.8,0.0,94,39,2.7
2019/10/03,06:00,23.6,0.0,96,35,2.4
2019/10/03,07:00,24.6,0.0,89,63,1.1
2019/10/03,08:00,26.4,0.0,84,292,3.2
2019/10/03,09:00,28.6,0.0,75,344
