Estación : CONTAMANA
Departamento :,LORETO,Provincia :,UCAYALI,Distrito :,CONTAMANA
Latitud :,7°21'9.14'',Longitud :,75°0'22.75'',Altitud :,185 msnm.
Tipo :,EAMA - Meteorológica,Código :,47287402
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2012/06/01,00:00,24.4,0.0,92,18,1.3
2012/06/01,01:00,24.4,0.0,92,44,1.3
2012/06/01,02:00,24.1,0.0,92,7,1.2
2012/06/01,03:00,24.5,0.0,91,144,2.1
2012/06/01,04:00,23.7,0.0,92,214,1.9
2012/06/01,05:00,23.5,0.0,94,245,1.4
2012/06/01,06:00,23.0,0.0,96,279,3.3
2012/06/01,07:00,23.5,0.6,96,1,1.5
2012/06/01,08:00,24.3,0.0,94,342,2.2
2012/06/01,09:00,25.3,0.0,89,273,2.7
2012/06/01,10:00,25.7,0.0,87,259,2.5
2012/06/01,11:00,26.6,0.0,84,240,3.4
2012/06/01,12:00,27.0,0.0,83,226,5.3
2012/06/01,13:00,27.2,0.0,81,218,4.5
2012/06/01,14:00,28.5,0.0,74,291,3.7
2012/06/01,15:00,28.5,0.0,72,298,2.6
2012/06/01,16:00,27.7,0.0,77,297,1.5
2012/06/01,17:00,27.2,0.0,78,223,1.7
2012/06/01,18:00,26.4,0.0,81,119,1.6
2012/06/01,19:00,24.9,0.0,91,75,4.4
2012/06/01,20:00,25.0,0.0,90,63,2.9
2012/06/01,21:00,25.1,0.0,90,50,1.0
2012/06/01,22:00,24.6,0.0,91,64,2.8
2012/06/01,23:00,24.4,0.0,90,54,3.1
2012/06/02,00:00,24.2,0.0,93,5,0.9
2012/06/02,01:00,24.3,0.0,95,258,2.3
2012/06/02,02:00,23.7,0.0,96,49,2.8
2012/06/02,03:00,23.2,0.0,96,55,3.7
2012/06/02,04:00,22.9,0.0,97,59,3.4
2012/06/02,05:00,23.1,0.0,97,61,2.8
2012/06/02,06:00,23.3,0.0,97,160,0.8
2012/06/02,07:00,23.6,0.0,97,137,1.6
2012/06/02,08:00,24.4,0.0,96,208,1.0
2012/06/02,09:00,26.2,0.0,87,206,0.9
2012/06/02,10:00,28.0,0.0,76,232,1.7
2012/06/02,11:00,29.0,0.0,74,249,1.6
2012/06/02,12:00,30.9,0.0,66,246,2.0
2012/06/02,13:00,31.4,0.0,62,237,2.8
2012/06/02,14:00,25.0,3.6,92,59,3.4
2012/06/02,15:00,25.4,0.3,93,145,2.9
2012/06/02,16:00,26.6,0.0,82,128,2.0
2012/06/02,17:00,27.3,0.0,85,141,2.1
2012/06/02,18:00,26.4,0.0,90,152,1.1
2012/06/02,19:00,26.0,0.0,92,70,1.8
2012/06/02,20:00,25.2,0.0,92,44,1.4
2012/06/02,21:00,25.0,0.0,94,55,1.2
2012/06/02,22:00,24.3,0.0,94,51,2.1
2012/06/02,23:00,24.2,0.0,92,0,0.9
2012/06/03,00:00,23.9,0.0,92,41,0.7
2012/06/03,01:00,23.5,0.0,93,52,0.8
2012/06/03,02:00,23.4,0.0,94,36,1.0
2012/06/03,03:00,23.3,0.0,95,8,1.2
2012/06/03,04:00,22.9,0.0,95,40,1.0
2012/06/03,05:00,22.7,0.0,94,45,1.8
2012/06/03,06:00,22.8,0.0,92,56,1.5
2012/06/03,07:00,26.4,0.0,77,7,0.5
2012/06/03,08:00,27.7,0.0,77,215,1.4
2012/06/03,09:00,29.3,0.0,72,333,4.5
2012/06/03,10:00,31.7,0.0,64,325,2.4
2012/06/03,11:00,31.0,0.0,67,291,4.7
2012/06/03,12:00,32.7,0.0,56,336,2.0
2012/06/03,13:00,33.1,0.0,54,2,2.1
2012/06/03,14:00,33.4,0.0,49,343,3.9
2012/06/03,15:00,32.4,0.0,52,342,5.7
2012/06/03,16:00,32.2,0.0,55,357,2.8
2012/06/03,17:00,30.9,0.0,55,4,2.8
2012/06/03,18:00,28.5,0.0,65,47,1.5
2012/06/03,19:00,27.2,0.0,70,45,1.8
2012/06/03,20:00,26.4,0.0,80,216,1.2
2012/06/03,21:00,25.9,0.0,81,148,1.8
2012/06/03,22:00,25.9,0.0,79,65,3.1
2012/06/03,23:00,25.5,0.0,81,56,4.6
2012/06/04,00:00,24.6,0.0,86,46,2.2
2012/06/04,01:00,24.4,0.0,88,108,0.8
2012/06/04,02:00,24.2,0.0,88,180,0.0
2012/06/04,03:00,23.7,0.0,89,27,0.9
2012/06/04,04:00,23.9,0.0,92,222,1.1
2012/06/04,05:00,23.8,0.0,92,141,1.2
2012/06/04,06:00,23.5,0.0,95,153,0.6
2012/06/04,07:00,24.8,0.0,92,139,1.6
2012/06/04,08:00,29.3,0.0,69,11,1.9
2012/06/04,09:00,30.4,0.0,67,1,4.0
2012/06/04,10:00,32.1,0.0
