Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA MARIA DE NANAY
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,ALTO NANAY
Latitud :,3°53'20.61'',Longitud :,73°41'46.08'',Altitud :,94 msnm.
Tipo :,HLM - Hidrológica,Código :,240001
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2023-06-01,7.28,7.28,7.28,7.28,7.28
2023-06-02,7.32,7.34,7.36,7.38,7.35
2023-06-03,7.52,7.52,7.54,7.56,7.54
2023-06-04,7.72,7.74,7.79,7.78,7.76
2023-06-05,7.90,7.92,7.94,7.96,7.93
2023-06-06,8.04,8.06,8.08,8.10,8.07
2023-06-07,8.14,8.15,8.16,8.16,8.15
2023-06-08,8.20,8.22,8.24,8.26,8.23
2023-06-09,8.38,8.40,8.42,8.44,8.41
2023-06-10,8.52,8.56,8.60,8.64,8.58
2023-06-11,8.78,8.82,8.84,8.86,8.83
2023-06-12,8.90,8.92,8.94,8.96,8.93
2023-06-13,8.98,9.02,9.04,9.06,9.03
2023-06-14,9.12,9.10,9.08,9.06,9.09
2023-06-15,9.02,8.98,8.96,8.94,8.98
2023-06-16,8.94,8.92,8.90,8.88,8.91
2023-06-17,8.84,8.82,8.80,8.78,8.81
2023-06-18,8.74,8.72,8.70,8.68,8.71
2023-06-19,8.72,8.60,8.58,8.56,8.62
2023-06-20,8.50,8.48,8.46,8.44,8.47
2023-06-21,8.40,8.39,8.38,8.37,8.39
2023-06-22,8.35,8.34,8.33,8.32,8.34
2023-06-23,8.26,8.24,8.22,8.20,8.23
2023-06-24,8.10,8.08,8.06,8.04,8.07
2023-06-25,7.92,7.90,7.88,7.96,7.92
2023-06-26,7.74,7.70,7.66,7.62,7.68
2023-06-27,7.52,7.46,7.40,7.36,7.44
2023-06-28,7.26,7.22,7.18,7.14,7.20
2023-06-29,7.10,7.08,7.06,7.04,7.07
2023-06-30,6.94,6.90,6.86,6.82,6.88
