Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : SANTA MARIA DE NANAY
Departamento :,LORETO,Provincia :,MAYNAS,Distrito :,ALTO NANAY
Latitud :,3°53'20.61'',Longitud :,73°41'46.08'',Altitud :,94 msnm.
Tipo :,HLM - Hidrológica,Código :,240001
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2023-10-01,3.28,3.27,3.26,3.25,3.27
2023-10-02,3.22,3.24,3.26,3.28,3.25
2023-10-03,3.32,3.36,3.40,3.44,3.38
2023-10-04,3.56,3.59,3.62,3.66,3.61
2023-10-05,3.78,3.80,3.82,3.84,3.81
2023-10-06,3.98,3.98,3.98,3.98,3.98
2023-10-07,4.12,4.10,4.08,4.06,4.09
2023-10-08,4.04,4.03,4.02,4.01,4.03
2023-10-09,3.98,3.97,3.96,3.95,3.97
2023-10-10,3.90,3.88,3.86,3.84,3.87
2023-10-11,3.80,3.80,3.80,3.80,3.80
2023-10-12,3.80,3.82,3.84,3.86,3.83
2023-10-13,3.88,3.90,3.92,3.94,3.91
2023-10-14,3.98,3.98,3.98,3.98,3.98
2023-10-15,3.98,3.96,3.94,3.92,3.95
2023-10-16,3.90,3.90,3.90,3.90,3.90
2023-10-17,3.90,3.88,3.86,3.84,3.87
2023-10-18,3.74,3.62,3.60,3.58,3.64
2023-10-19,3.54,3.52,3.50,3.48,3.51
2023-10-20,3.36,3.34,3.32,3.30,3.33
2023-10-21,3.24,3.22,3.20,3.18,3.21
2023-10-22,3.32,3.34,3.36,3.38,3.35
2023-10-23,3.44,3.45,3.46,3.47,3.46
2023-10-24,3.50,3.48,3.46,3.44,3.47
2023-10-25,3.40,3.38,3.36,3.34,3.37
2023-10-26,3.28,3.26,3.24,3.22,3.25
2023-10-27,3.16,3.14,3.12,3.10,3.13
2023-10-28,3.04,3.03,3.02,3.01,3.03
2023-10-29,2.98,2.96,2.94,2.92,2.95
2023-10-30,2.90,2.90,2.90,2.90,2.90
2023-10-31,2.86,2.90,2.94,2.98,2.92
