Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : GENARO HERRERA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,JENARO HERRERA
Latitud :,4°54'7.1'',Longitud :,73°40'17.35'',Altitud :,97 msnm.
Tipo :,HLM - Hidrológica,Código :,251104
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2021-08-01,9.95,9.94,9.92,9.90,9.93
2021-08-02,9.85,9.83,9.80,9.75,9.81
2021-08-03,9.70,9.68,9.65,9.60,9.66
2021-08-04,9.55,9.48,9.45,9.40,9.47
2021-08-05,9.20,9.18,9.15,9.12,9.16
2021-08-06,9.09,9.07,9.05,9.00,9.05
2021-08-07,8.90,8.88,8.85,8.80,8.86
2021-08-08,8.75,8.73,8.70,8.68,8.72
2021-08-09,8.60,8.58,8.57,8.57,8.58
2021-08-10,8.55,8.55,8.55,8.55,8.55
2021-08-11,8.55,8.55,8.53,8.52,8.54
2021-08-12,8.52,8.52,8.50,8.50,8.51
2021-08-13,8.48,8.46,8.45,8.40,8.45
2021-08-14,8.38,8.35,8.34,8.30,8.34
2021-08-15,8.28,8.25,8.23,8.15,8.23
2021-08-16,8.10,8.08,8.06,7.90,8.04
2021-08-17,7.85,7.85,7.83,7.80,7.83
2021-08-18,7.80,7.78,7.75,7.70,7.76
2021-08-19,7.68,7.65,7.65,7.65,7.66
2021-08-20,7.64,7.63,7.60,7.60,7.62
2021-08-21,7.58,7.57,7.55,7.52,7.56
2021-08-22,7.50,7.49,7.46,7.45,7.48
2021-08-23,7.40,7.38,7.35,7.30,7.36
2021-08-24,7.25,7.33,7.30,7.28,7.29
2021-08-25,7.20,7.21,7.23,7.25,7.22
2021-08-26,7.28,7.28,7.28,7.28,7.28
2021-08-27,7.28,7.28,7.28,7.28,7.28
2021-08-28,7.30,7.30,7.30,7.30,7.30
2021-08-29,7.32,7.32,7.32,7.32,7.32
2021-08-30,7.35,7.35,7.35,7.35,7.35
2021-08-31,7.35,7.34,7.30,7.30,7.32
