Estación : PEBAS
Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,PEBAS
Latitud :,3°19'4.48'',Longitud :,71°51'34.63'',Altitud :,101 msnm.
Tipo :,EAMA - Meteorológica,Código :,47288486
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2021/09/01,00:00,22.2,0.0,100,36,1.6
2021/09/01,01:00,22.3,0.0,100,59,0.8
2021/09/01,02:00,22.0,0.0,100,346,0.4
2021/09/01,03:00,21.8,0.0,100,99,0.0
2021/09/01,04:00,21.6,0.0,100,23,0.3
2021/09/01,05:00,21.4,0.0,100,35,0.3
2021/09/01,06:00,21.1,0.0,100,132,0.0
2021/09/01,07:00,21.7,0.0,100,348,1.3
2021/09/01,08:00,24.6,0.0,77,34,2.1
2021/09/01,09:00,28.6,0.0,63,57,2.8
2021/09/01,10:00,30.5,0.0,55,63,3.0
2021/09/01,11:00,31.6,0.0,52,31,3.0
2021/09/01,12:00,32.0,0.0,49,59,2.3
2021/09/01,13:00,32.2,0.0,46,7,2.5
2021/09/01,14:00,35.1,0.0,40,123,2.8
2021/09/01,15:00,35.7,0.0,37,131,4.0
2021/09/01,16:00,34.4,0.0,39,103,2.6
2021/09/01,17:00,32.8,0.0,45,78,0.9
2021/09/01,18:00,27.3,0.0,69,343,1.4
2021/09/01,19:00,26.6,0.0,71,350,3.3
2021/09/01,20:00,24.9,0.0,81,261,0.4
2021/09/01,21:00,23.8,0.0,89,296,0.8
2021/09/01,22:00,24.5,0.0,86,266,2.9
2021/09/01,23:00,24.2,0.0,88,218,1.4
2021/09/02,00:00,23.5,0.0,91,292,1.7
2021/09/02,01:00,22.9,0.0,100,336,1.3
2021/09/02,02:00,22.6,0.0,100,341,1.3
2021/09/02,03:00,22.4,0.0,100,335,1.1
2021/09/02,04:00,22.2,0.0,100,7,0.2
2021/09/02,05:00,21.8,0.0,100,42,0.0
2021/09/02,06:00,21.3,0.0,100,16,0.1
