Estación : PEBAS
Departamento :,LORETO,Provincia :,MARISCAL RAMON CASTILLA,Distrito :,PEBAS
Latitud :,3°19'4.48'',Longitud :,71°51'34.63'',Altitud :,101 msnm.
Tipo :,EAMA - Meteorológica,Código :,47288486
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/07/01,00:00,S/D,0.0,S/D,351,4.3
2024/07/01,01:00,S/D,0.0,S/D,343,4.5
2024/07/01,02:00,S/D,0.6,S/D,163,2.8
2024/07/01,03:00,S/D,0.3,S/D,347,1.1
2024/07/01,04:00,S/D,0.0,S/D,357,2.6
2024/07/01,05:00,S/D,0.0,S/D,222,1.1
2024/07/01,06:00,S/D,0.0,S/D,313,1.5
2024/07/01,07:00,S/D,0.0,S/D,240,1.1
2024/07/01,08:00,S/D,0.0,S/D,178,5.6
2024/07/01,09:00,S/D,0.0,S/D,142,2.7
2024/07/01,10:00,S/D,0.0,S/D,146,4.6
2024/07/01,11:00,S/D,0.0,S/D,112,2.3
2024/07/01,12:00,S/D,0.0,S/D,141,2.8
2024/07/01,13:00,S/D,0.0,S/D,121,2.7
2024/07/01,14:00,S/D,0.0,S/D,127,3.4
2024/07/01,15:00,S/D,0.3,S/D,145,4.9
2024/07/01,16:00,S/D,0.0,S/D,123,2.8
2024/07/01,17:00,S/D,0.0,S/D,131,3.8
2024/07/01,18:00,S/D,0.0,S/D,129,2.6
2024/07/01,19:00,S/D,0.0,S/D,150,4.3
2024/07/01,20:00,S/D,0.0,S/D,150,4.1
2024/07/01,21:00,S/D,0.0,S/D,142,3.8
2024/07/01,22:00,S/D,0.0,S/D,172,4.0
2024/07/01,23:00,S/D,0.0,S/D,170,3.7
2024/07/02,00:00,S/D,0.0,S/D,178,4.0
2024/07/02,01:00,S/D,0.0,S/D,159,4.3
2024/07/02,02:00,S/D,0.0,S/D,143,4.6
2024/07/02,03:00,S/D,0.0,S/D,152,3.6
2024/07/02,04:00,S/D,0.0,S/D,142,3.4
2024/07/02,05:00,S/D,0.0,S/D,148,4.1
2024/07/02,06:00,S/D,0.0,S/D,180,1.5
2024/07/02,07:00,S/D,0.0,S/D,155,4.6
2024/07/02,08:00,S/D,0.0,S/D,165,5.0
2024/07/02,09:00,S/D,0.0,S/D,143,3.3
2024/07/02,10:00,S/D,0.0,S/D,177,5.3
2024/07/02,11:00,S/D,0.0,S/D,152,2.7
2024/07/02,12:00,S/D,0.0,S/D,160,4.0
2024/07/02,13:00,S/D,0.0,S/D,129,1.9
2024/07/02,14:00,S/D,0.0,S/D,171,3.1
2024/07/02,15:00,S/D,0.0,S/D,189,3.7
2024/07/02,16:00,S/D,0.0,S/D,184,2.3
2024/07/02,17:00,S/D,0.0,S/D,190,2.6
2024/07/02,18:00,S/D,0.0,S/D,217,1.4
2024/07/02,19:00,S/D,0.0,
