Fuente: SENAMHI / DRD * Datos sin control de calidad. * El uso de estos datos será de entera responsabilidad del usuario.,Leyenda: * S/D = Sin Datos. * T = Trazas (Precipitación < 0.1 mm/día).
Estación : FLOR DE PUNGA
Departamento :,LORETO,Provincia :,REQUENA,Distrito :,CAPELO
Latitud :,5°24'27.64'',Longitud :,74°9'24.71'',Altitud :,103 msnm.
Tipo :,HLM - Hidrológica,Código :,251100
AÑO / MES / DÍA,NIVEL DEL RIO (m)
06,10,14,18,PROMEDIO
2024-04-01,16.61,16.61,16.61,16.61,16.61
2024-04-02,16.59,16.62,16.61,16.60,16.61
2024-04-03,16.62,16.61,16.60,16.61,16.61
2024-04-04,16.60,16.61,16.61,16.61,16.61
2024-04-05,16.61,16.60,16.60,16.60,16.60
2024-04-06,16.59,16.60,16.60,16.59,16.60
2024-04-07,16.60,16.58,16.58,16.60,16.59
2024-04-08,16.58,16.57,16.57,16.59,16.58
2024-04-09,16.56,16.56,16.56,16.56,16.56
2024-04-10,16.55,16.55,16.54,16.54,16.55
2024-04-11,16.53,16.54,16.53,16.53,16.53
2024-04-12,16.52,16.52,16.51,16.51,16.52
2024-04-13,16.50,16.48,16.47,16.48,16.48
2024-04-14,16.45,16.45,16.46,16.48,16.46
2024-04-15,16.45,16.43,16.41,16.41,16.43
2024-04-16,16.39,16.39,16.39,16.36,16.38
2024-04-17,16.35,16.35,16.35,16.35,16.35
2024-04-18,16.34,16.33,16.32,16.31,16.33
2024-04-19,16.30,16.30,16.29,16.29,16.30
2024-04-20,16.28,16.28,16.28,16.27,16.28
2024-04-21,16.25,16.24,16.24,16.23,16.24
2024-04-22,16.20,16.20,16.20,16.19,16.20
2024-04-23,16.17,16.17,16.15,16.14,16.16
2024-04-24,16.12,16.10,16.12,16.08,16.11
2024-04-25,16.06,16.05,16.04,16.02,16.04
2024-04-26,15.99,15.97,15.97,15.95,15.97
2024-04-27,15.91,15.88,15.86,15.83,15.87
2024-04-28,15.81,15.80,15.77,15.75,15.78
2024-04-29,15.70,15.68,15.65,15.62,15.66
2024-04-30,15.58,15.54,15.53,15.50,15.54
